name,branch_name,category,rating_numeric,total_reviews,total_reviews_int,address,phone,website,maps_url,overview,about,city,source
Future Tech (Apple Authorized Service Provider),B,Mobile phone repair shop,3.9,,,"Main Murree Road, Chandni Chowk Flyover, B-Block Block B Satellite Town, Rawalpindi, 46000, Pakistan",+92514571091,https://futuretech.pk,https://www.google.com/maps/place/Future+Tech+%28Apple+Authorized+Service+Provider%29,,"General: See photos, 3.9, Mobile phone repair shop, Main Murree Road, Chandni Chowk Flyover, B-Block Block B Satellite Town, Rawalpindi, 46000, Pakistan, Closed, · Opens 10:30 AM, Tuesday, 10:30 AM–5:30 PM, Suggest new hours, futuretech.pk, +92 51 4571091, J3MF+76 Rawalpindi, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10:30 AM–5:30 PM Suggest new hours",iphone chargers,google_maps
"Tech planet mobile, computer & EasyPaisa Shop",E11,Cell phone accessory store,3.7,,,"Shop#4 LG,Paradise Arcade, near M Store & Al Jannat Milk Shop, SCHS E 11/3 E-11, Islamabad, 44000, Pakistan",+923157396160,https://techfakesfraud.com,"https://www.google.com/maps/place/Tech+planet+mobile,+computer+%26+EasyPaisa+Shop",,"General: See photos, 3.7, Cell phone accessory store, Shop#4 LG,Paradise Arcade, near M Store & Al Jannat Milk Shop, SCHS E 11/3 E-11, Islamabad, 44000, Pakistan, Open, · Closes 3 AM · Reopens 9 AM, Tuesday, 9 AM–3 AM, Suggest new hours, techfakesfraud.com, +92 315 7396160, MXXF+X7 Islamabad, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 9 AM–3 AM Suggest new hours",iphone chargers,google_maps
Al Shahbaz Mobiles,,Cell phone store,4.1,,,"Golra Rd, Islamabad, Pakistan",+923353000059,,https://www.google.com/maps/place/Al+Shahbaz+Mobiles,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Apple Corner,G7,Cell phone store,5.0,6,6,"Shop No 8B, Mehmood Plaza, Fazal e Haq Road, Blue Area, G 7/3 G-7, Islamabad, 44000, Pakistan",+923481158147,,https://www.google.com/maps/place/Apple+Corner,,"General: See photos, 5.0, Cell phone store, Shop No 8B, Mehmood Plaza, Fazal e Haq Road, Blue Area, G 7/3 G-7, Islamabad, 44000, Pakistan, Closed, · Opens 9:30 AM, Tuesday, 9:30 AM–11 PM, Suggest new hours, +92 348 1158147, P378+RP Islamabad, Pakistan, Add website, Add a photo, EasyFix iphone /Samsung Store, (6), Mobile phone repair shop, ·, Floor 0, · Opens 11 AM, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 9:30 AM–11 PM Suggest new hours",iphone chargers,google_maps
Apple store 360,H103,Electronics store,4.3,,,"H103 Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923005333223,,https://www.google.com/maps/place/Apple+store+360,,"General: See photos, 4.3, Electronics store, H103 Bank Rd, Saddar, Rawalpindi, 46000, Pakistan, Closed, · Opens 11 AM, Tuesday, 11 AM–10:30 PM, Suggest new hours, +92 300 5333223, H2XX+CP Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11 AM–10:30 PM Suggest new hours",iphone chargers,google_maps
You Belong To U,I10,Cell phone store,4.5,,,"Shahnawaz Plaza Sohni Rd, Markaz, Sector I-10/1 I 10/1 I-10, Islamabad, 44000, Pakistan",+923364441115,https://anzcollections.myshopify.com,https://www.google.com/maps/place/You+Belong+To+U,,"General: See photos, 4.5, Cell phone store, Shahnawaz Plaza Sohni Rd, Markaz, Sector I-10/1 I 10/1 I-10, Islamabad, 44000, Pakistan, Closed, · Opens 11 AM, Tuesday, 11 AM–11 PM, Suggest new hours, anzcollections.myshopify.com, +92 336 4441115, J2VP+V3 Islamabad, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11 AM–11 PM Suggest new hours",iphone chargers,google_maps
Play Store,,Electronics store,4.1,,,"Saddar, Rawalpindi, 46000, Pakistan",+92515000000,,https://www.google.com/maps/place/Play+Store,,"General: See photos, 4.1, Electronics store, Saddar, Rawalpindi, 46000, Pakistan, Located in: Singapore Plaza, Closed, · Opens 12 PM, Tuesday, 12–10 PM, Suggest new hours, +92 51 5000000, H3V4+P3 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12–10 PM Suggest new hours",iphone chargers,google_maps
IPhone Accessories,B,Computer accessories store,,,,"OFFICE 19 PLAZA 411-B, Mughal Arcade, 4th Road, B-Block Block B Satellite Town, Rawalpindi, 46000, Pakistan",+923298222111,,https://www.google.com/maps/place/IPhone+Accessories,,"General: See photos, Computer accessories store, OFFICE 19 PLAZA 411-B, Mughal Arcade, 4th Road, B-Block Block B Satellite Town, Rawalpindi, 46000, Pakistan, Open 24 hours, Tuesday, Suggest new hours, +92 329 8222111, J3MC+G4 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday Open 24 hours Suggest new hours",iphone chargers,google_maps
Friend Mobile Zone and Reparing center G11 Markaz,G11,Electronics store,5.0,,,"Silver city plaza, near faisal cloth, G-11 Markaz G 11 Markaz G-11, Islamabad, 44090, Pakistan",+923439427929,,https://www.google.com/maps/place/Friend+Mobile+Zone+and+Reparing+center+G11+Markaz,,"General: See photos, 5.0, Electronics store, Silver city plaza, near faisal cloth, G-11 Markaz G 11 Markaz G-11, Islamabad, 44090, Pakistan, Closed, · Opens 10 AM, Tuesday, 10 AM–11 PM, Suggest new hours, +92 343 9427929, MX9W+9P Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–11 PM Suggest new hours",iphone chargers,google_maps
New Apple Store,NO6,Cell phone store,5.0,,,"Shop No 6 Lower Ground, Rania Mall, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923335189953,,https://www.google.com/maps/place/New+Apple+Store,,"General: See photos, 5.0, Cell phone store, Shop No 6 Lower Ground, Rania Mall, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan, Closed, · Opens 11:30 AM, Tuesday, 11:30 AM–10 PM, Suggest new hours, +92 333 5189953, H3W3+48 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11:30 AM–10 PM Suggest new hours",iphone chargers,google_maps
APPLE STORE | SAFA GOLD MALL,S36,Cell phone store,4.3,,,"S36 Ground Floor 7, Shop No, F7 College Rd, F 7 Markaz F-7, Islamabad, 44000, Pakistan",+923374944449,,https://www.google.com/maps/place/APPLE+STORE+%7C+SAFA+GOLD+MALL,,"Accessibility: Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Ezzy Store Mobile Accessories & Repairing,NO1,Mobile phone repair shop,5.0,,,"St No 1 Muhalla Ahmedabad Dhamial Road, Chakri Rd - Dhamial Rd Link, Ahmedabad, Rawalpindi, Pakistan",+923354321333,https://whatsapp.com/channel/0029Vb63dGV4yltV8nLzZv0Z,https://www.google.com/maps/place/Ezzy+Store+Mobile+Accessories+%26+Repairing,,"General: See photos, 5.0, Mobile phone repair shop, St No 1 Muhalla Ahmedabad Dhamial Road, Chakri Rd - Dhamial Rd Link, Ahmedabad, Rawalpindi, Pakistan, Closed, · Opens 9 AM, Tuesday, 9 AM–11 PM, Suggest new hours, whatsapp.com, +92 335 4321333, H29G+W8 Rawalpindi, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 9 AM–11 PM Suggest new hours",iphone chargers,google_maps
Haider Apple & Gadgets,G7,Cell phone store,4.8,,,"Shop # 4, Itehad plaza, opposite Fazal e Haq Road, G-7/3 G 7/2 Blue Area, Islamabad, 44000, Pakistan",+923307070567,,https://www.google.com/maps/place/Haider+Apple+%26+Gadgets,,"General: See photos, 4.8, Cell phone store, Shop # 4, Itehad plaza, opposite Fazal e Haq Road, G-7/3 G 7/2 Blue Area, Islamabad, 44000, Pakistan, Located in: Rehman Plaza, Closed, · Opens 10:30 AM, Tuesday, 10:30 AM–10:30 PM, Suggest new hours, +92 330 7070567, P365+6V Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10:30 AM–10:30 PM Suggest new hours",iphone chargers,google_maps
zn capital mobile zone and repairing & photo copy printing center,F15,Cell phone store,5.0,,,"1 Street 12, F-15/1 G-15, Islamabad, Pakistan",+923145867990,,https://www.google.com/maps/place/zn+capital+mobile+zone+and+repairing+%26+photo+copy+printing+center,,"General: See photos, 5.0, Cell phone store, 1 Street 12, F-15/1 G-15, Islamabad, Pakistan, Closed, · Opens 10 AM, Tuesday, 10 AM–10 PM, Suggest new hours, +92 314 5867990, JWQ9+V6 Islamabad, Pakistan, Claim this business, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–10 PM Suggest new hours",iphone chargers,google_maps
Apple M STORE,NO24,Cell phone store,5.0,,,"Shop no 24-A block num 12-c, jinnah, F-7 Markaz F 7 Markaz F-7, supper, 44000, Pakistan",+923175666179,,https://www.google.com/maps/place/Apple+M+STORE,,"Accessibility: Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Apple One.pk,G2,Cell phone store,4.4,,,"Shop G2 G3, business centre, 3B, I 8 Markaz I-8, Islamabad, Pakistan",+92514440646,,https://www.google.com/maps/place/Apple+One.pk,,"General: See photos, 4.4, Cell phone store, Shop G2 G3, business centre, 3B, I 8 Markaz I-8, Islamabad, Pakistan, Closed, · Opens 12 PM, Tuesday, 12–11:30 PM, Suggest new hours, +92 51 4440646, M39F+5Q Islamabad, Pakistan, Add website, Add a photo, ارمان اسٹام چیمبر, No reviews, Association / Organization, Open 24 hours, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12–11:30 PM Suggest new hours",iphone chargers,google_maps
Mobile Mart,I8,Cell phone store,5.0,,,"I-8 Markaz I 8 Markaz I-8, Islamabad, 46000, Pakistan",+923189861941,https://instagram.com/mobile_mart9,https://www.google.com/maps/place/Mobile+Mart,,"General: See photos, 5.0, Cell phone store, I-8 Markaz I 8 Markaz I-8, Islamabad, 46000, Pakistan, Closed, · Opens 3 PM, Tuesday, 3–11 PM, Suggest new hours, instagram.com, +92 318 9861941, M39G+FM Islamabad, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 3–11 PM Suggest new hours",iphone chargers,google_maps
Unique Mobile & Repairing Lab Computer Laptop Software Shop and Data Recovery Center,G13,Cell phone store,4.2,,,"Shop#3, Street 103, G-13/1 G 13/1 G-13, Islamabad, 44000, Pakistan",,,https://www.google.com/maps/place/Unique+Mobile+%26+Repairing+Lab+Computer+Laptop+Software+Shop+and+Data+Recovery+Center,,"Accessibility: Wheelchair accessible entrance, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
CELL POINT-2,F10,Cell phone accessory store,4.9,,,"Azam Mobile Market, Markaz, F-10 Markaz F 10/3 F-10, Islamabad, 44000, Pakistan",+923165872188,,https://www.google.com/maps/place/CELL+POINT-2,,"General: See photos, 4.9, Cell phone accessory store, Azam Mobile Market, Markaz, F-10 Markaz F 10/3 F-10, Islamabad, 44000, Pakistan, Closed, · Opens 10 AM, Tuesday, 10 AM–11 PM, Suggest new hours, +92 316 5872188, M2W6+HP Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–11 PM Suggest new hours",iphone chargers,google_maps
MOBILE ZONE,G11,Cell phone store,,,,"Shop #G-11, zamzam plaza, main GT Road, G 11/2 Singhpura, Lahore, Pakistan",,,https://www.google.com/maps/place/MOBILE+ZONE,,"General: Cell phone store, Shop #G-11, zamzam plaza, main GT Road, G 11/2 Singhpura, Lahore, Pakistan, MX9W+QV G 11/2, G-11, Islamabad, Pakistan, Claim this business, Add place's phone number, Add hours, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
Gadgets Store,NO39,Cell phone store,4.8,,,"shop no 39,40 Basement, Bank, Singapore Plaza, Road, Saddar, Rawalpindi, 46000, Pakistan",+923149672353,https://gadgetsstorepk.com,https://www.google.com/maps/place/Gadgets+Store,,"General: See photos, 4.8, Cell phone store, shop no 39,40 Basement, Bank, Singapore Plaza, Road, Saddar, Rawalpindi, 46000, Pakistan, Closed, · Opens 12:30 PM, Tuesday, 12:30–11 PM, Suggest new hours, gadgetsstorepk.com, +92 314 9672353, H3V4+P3 Rawalpindi, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12:30–11 PM Suggest new hours",iphone chargers,google_maps
Apple hub,E11,Cell phone store,5.0,,,"shop 1 karsaz tower 2 apple hub shop 1 karsaz tower 2 e11/2, SCHS E 11/3 E-11, Islamabad, 44000, Pakistan",+923337688867,,https://www.google.com/maps/place/Apple+hub,,"General: See photos, 5.0, Cell phone store, shop 1 karsaz tower 2 apple hub shop 1 karsaz tower 2 e11/2, SCHS E 11/3 E-11, Islamabad, 44000, Pakistan, Closed, · Opens 12 PM, Tuesday, 12 PM–12 AM, Suggest new hours, +92 333 7688867, MXXF+WC Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12 PM–12 AM Suggest new hours",iphone chargers,google_maps
Mobile Garage,G23,Cell phone store,4.9,,,"Shop #G23, Ground floor, Noor Mobile Mall, 6th Rd, Satellite Town, Rawalpindi, Pakistan",+923303033030,,https://www.google.com/maps/place/Mobile+Garage,,"General: See photos, 4.9, Cell phone store, Shop #G23, Ground floor, Noor Mobile Mall, 6th Rd, Satellite Town, Rawalpindi, Pakistan, Open 24 hours, Tuesday, Suggest new hours, +92 330 3033030, J3VF+59 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday Open 24 hours Suggest new hours",iphone chargers,google_maps
AllMobileparts Mobile Repairing Center,,Mobile home supply store,4.5,,,"Office #6, First Floor, Amazon Mobile Center, AMAZON MOBILE CENTER Address: AllMobileparts.PK, Liaqat Rd, Naya Mohalla, Rawalpindi, 46000, Pakistan",+923005433383,https://allmobileparts.pk,https://www.google.com/maps/place/AllMobileparts+Mobile+Repairing+Center,,"Accessibility: Assistive hearing loop, Wheelchair accessible entrance, Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Bell North,G7,Cell phone store,4.8,,,"Shop 4, Ali Complex Blue Area, Plot 77-E AKM Fazl-ul-Haq Rd, Block G G 7/3 Blue Area, Islamabad, 44000, Pakistan",+923331112010,https://bellnorth.com.pk,https://www.google.com/maps/place/Bell+North,,"Accessibility: Wheelchair accessible parking lot, Wheelchair accessible entrance, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Apple tech,G7,Cell phone store,4.0,,,"82 East AKM Fazl-ul-Haq Rd, Block F G 7/3 Blue Area, Islamabad, Pakistan",+923115820649,,https://www.google.com/maps/place/Apple+tech,,"General: See photos, 4.0, Cell phone store, 82 East AKM Fazl-ul-Haq Rd, Block F G 7/3 Blue Area, Islamabad, Pakistan, Located in: Mohammad Gulistan Khan House, +92 311 5820649, P389+5G Islamabad, Pakistan, Claim this business, Add hours, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
Tech Town,NO38,Cell phone store,4.9,,,"Shop no 38, 4th Floor, Bank, Singapore Plaza, Road, Saddar, Rawalpindi, 46000, Pakistan",+923325249501,https://techtown.com,https://www.google.com/maps/place/Tech+Town,,"Accessibility: Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Mobilize,LG8,Cell phone store,4.8,,,"LG 8, Rania Mall, Bank Rd, Saddar, Rawalpindi, 44000, Pakistan",+92515120346,,https://www.google.com/maps/place/Mobilize,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Apple House,F11,Cell phone store,5.0,,,"Hilal Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Pakistan",+92514718270,,https://www.google.com/maps/place/Apple+House,,"General: See photos, 5.0, Cell phone store, MXMQ+834, Hilal Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Pakistan, Closed, · Opens 11:30 AM, Tuesday, 11:30 AM–10:30 PM, Suggest new hours, +92 51 4718270, Claim this business, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11:30 AM–10:30 PM Suggest new hours",iphone chargers,google_maps
Baig's Mall,B,Cell phone store,4.6,,,"Paris Plaza, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Pakistan",+923455333110,https://facebook.com/baigmall,https://www.google.com/maps/place/Baig%27s+Mall,,"General: See photos, 4.6, Cell phone store, Paris Plaza, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Pakistan, Located in: Paris Plaza, Closed, · Opens 11 AM, Tuesday, 11 AM–11 PM, Suggest new hours, facebook.com, +92 345 5333110, J3PC+M9 Rawalpindi, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11 AM–11 PM Suggest new hours",iphone chargers,google_maps
MEGA.PK - Online Shopping Since 2008,I8,Computer store,4.2,,,"Shop 11, 12 Basement, Ahmed Center, I 8 Markaz I-8, 44000, Pakistan",+923111634275,https://mega.pk,https://www.google.com/maps/place/MEGA.PK+-+Online+Shopping+Since+2008,,"General: See photos, 4.2, Computer store, Shop 11, 12 Basement, Ahmed Center, I 8 Markaz I-8, 44000, Pakistan, Located in: Ahmed Center, Closed, · Opens 10 AM, Updated by this business 9 weeks ago, Tuesday, 10 AM–6 PM, Suggest new hours, mega.pk, +92 311 1634275, M39F+PP I-8, Islamabad, Pakistan, Add a photo, Visit Mega, a modern laptop showroom in Islamabad with a wide range of laptops on display. Compare models easily and get expert advice. Our showroom serves students, offices, and freelancers. Prices are clear and competitive. Explore our laptop showroom in Islamabad for a smooth buying experience., Jan 23, 2026, Order online, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–6 PM Suggest new hours",iphone chargers,google_maps
Samsung store 360,,Cell phone store,4.8,,,"Bank, Shop#2 Ground Floor Shabaz plaza Bank Road, road, Saddar, Rawalpindi, 46000, Pakistan",+923005333223,https://whatsapp.com/channel/0029ValQOQvFi8xe1HqemM2Y,https://www.google.com/maps/place/Samsung+store+360,"Retailer delivering an immersive in-store experience with smartphones, smartwatches & more.","General: You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
LALA SONS MOBILE,,Cell phone store,5.0,,,"Street Number 1, Chour Harpal, Rawalpindi, 46000, Pakistan",+923706413046,,https://www.google.com/maps/place/LALA+SONS+MOBILE,,"General: See photos, 5.0, Cell phone store, J243+PJF, Street Number 1, Chour Harpal, Rawalpindi, 46000, Pakistan, Closed, · Opens 10:30 AM, Tuesday, 10:30 AM–9 PM, Suggest new hours, +92 370 6413046, Claim this business, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10:30 AM–9 PM Suggest new hours",iphone chargers,google_maps
Cell Zone Isb,NO6,Cell phone store,5.0,,,"Shop NO 6-B, Khalil Mobile, Alfalah Plaza, Markaz, near Niazi Adda, G-9 Markaz G 9 Markaz G-9, Islamabad, 44000, Pakistan",+923075654250,,https://www.google.com/maps/place/Cell+Zone+Isb,,"General: See photos, 5.0, Cell phone store, Shop NO 6-B, Khalil Mobile, Alfalah Plaza, Markaz, near Niazi Adda, G-9 Markaz G 9 Markaz G-9, Islamabad, 44000, Pakistan, Closed, · Opens 10 AM, Tuesday, 10 AM–10:30 PM, Suggest new hours, +92 307 5654250, M2QM+9G Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–10:30 PM Suggest new hours",iphone chargers,google_maps
Airpod Store,4,Electronics store,5.0,,,"Airpod Store, Ghauri Mobile Mall, Kalma Chowk, Ghori Town Phase 4-A Phase 4A Ghauri Town, Islamabad, 44015, Pakistan",+923201150111,https://urbuds.com,https://www.google.com/maps/place/Airpod+Store,,"General: 5.0, Electronics store, Airpod Store, Ghauri Mobile Mall, Kalma Chowk, Ghori Town Phase 4-A Phase 4A Ghauri Town, Islamabad, 44015, Pakistan, Located in: Ghouri Mobile Mall Islamabad, Closed, · Opens 11 AM, Tuesday, 11 AM–11 PM, Suggest new hours, urbuds.com, +92 320 1150111, J48Q+H3 Islamabad, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11 AM–11 PM Suggest new hours",iphone chargers,google_maps
iPlanet,G11,Wholesaler,5.0,,,"100, 7 Service Rd E, G-11/3 G 11/3 G-11, Islamabad, 54000, Pakistan",+923219629999,https://rexbex.com,https://www.google.com/maps/place/iPlanet,,"General: See photos, 5.0, Wholesaler, 100, 7 Service Rd E, G-11/3 G 11/3 G-11, Islamabad, 54000, Pakistan, Located in: Tower 101 (One O One), Closed, · Opens 12 PM, rexbex.com, +92 321 9629999, M2H2+3X Islamabad, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
AL KARAM MOBILE CITY G13/1,G13,Cell phone store,5.0,,,"Shop no 08, Street 87, G-13/1 G 13/1 G-13, Islamabad, Pakistan",+923074846966,,https://www.google.com/maps/place/AL+KARAM+MOBILE+CITY+G13%2F1,,"General: See photos, 5.0, Cell phone store, Shop no 08, Street 87, G-13/1 G 13/1 G-13, Islamabad, Pakistan, Closed, · Opens 10 AM, Tuesday, 10 AM–11:30 PM, Suggest new hours, +92 307 4846966, JXV5+RF Islamabad, Pakistan, Claim this business, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–11:30 PM Suggest new hours",iphone chargers,google_maps
E Mart,,Cell phone store,5.0,,,"Shop #29, Raffay Mall, Peshawar Rd, Westridge 1, Rawalpindi, 46000, Pakistan",+923110285275,,https://www.google.com/maps/place/E+Mart,,"General: 5.0, Cell phone store, Shop #29, Raffay Mall, Peshawar Rd, Westridge 1, Rawalpindi, 46000, Pakistan, +92 311 0285275, J247+VW Rawalpindi, Pakistan, Claim this business, Add hours, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
One Link Communication G11,G11,Cell phone store,4.9,,,"Shop # 10A-B Basement, Margala View Plaza, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan",+923455895060,https://onelinkmobile.com,https://www.google.com/maps/place/One+Link+Communication+G11,,"Accessibility: Wheelchair accessible parking lot, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Mobile Market I-10 Markaz,I10,Cell phone store,3.9,,,"I-10 Markaz I 10 Markaz I-10, Islamabad, Pakistan",+923106777398,https://mobilebattleground.com,https://www.google.com/maps/place/Mobile+Market+I-10+Markaz,,"General: 3.9, Cell phone store, J2WP+GFG, I-10 Markaz I 10 Markaz I-10, Islamabad, Pakistan, mobilebattleground.com, +92 310 6777398, Claim this business, Add hours, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
UK Mobile,UG52,Cell phone store,4.9,,,"Shop No. UG-52 Upper Ground, Techno City II Plaza, 6th Road, Dhoke Paracha, Rawalpindi, 46000, Pakistan",+92514927106,https://ukmobile.pk,https://www.google.com/maps/place/UK+Mobile,,"General: See photos, 4.9, Cell phone store, Shop No. UG-52 Upper Ground, Techno City II Plaza, 6th Road, Dhoke Paracha, Rawalpindi, 46000, Pakistan, Closed, · Opens 12:30 PM, Tuesday, 12:30–11 PM, Suggest new hours, ukmobile.pk, +92 51 4927106, J3RH+M5 Rawalpindi, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12:30–11 PM Suggest new hours",iphone chargers,google_maps
Fones4u,,Cell phone store,4.5,,,"Adam Jee Rd, Saddar, Rawalpindi, 46000, Pakistan",+923355066613,,https://www.google.com/maps/place/Fones4u,,"Accessibility: Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Bhatti pan shop and vape shop and mobile accessories,,Cell phone store,4.4,,,"CNG pump near shalimaar ada peer wadahi road Rawalpindi (punjab peer wadahi road Peer wadahi, road, Pirwadhai, Rawalpindi, Pakistan",,https://vape90.com,https://www.google.com/maps/place/Bhatti+pan+shop+and+vape+shop+and+mobile+accessories,,"General: See photos, 4.4, Cell phone store, CNG pump near shalimaar ada peer wadahi road Rawalpindi (punjab peer wadahi road Peer wadahi, road, Pirwadhai, Rawalpindi, Pakistan, Open 24 hours, Tuesday, Suggest new hours, vape90.com, J2JQ+P7 Rawalpindi, Pakistan, Add place's phone number, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday Open 24 hours Suggest new hours",iphone chargers,google_maps
Mobile Mart,G11,Cell phone store,5.0,1,1,"G-11 Markaz G 11 Markaz G-11, Islamabad, 44100, Pakistan",+923325655551,https://mobilemartg11.blogspot.com,https://www.google.com/maps/place/Mobile+Mart,,"General: See photos, 3.8, Cell phone store, G-11 Markaz G 11 Markaz G-11, Islamabad, 44100, Pakistan, Closed, · Opens 11 AM, Tuesday, 11 AM–10 PM, Suggest new hours, mobilemartg11.blogspot.com, +92 332 5655551, MX9X+PX Islamabad, Pakistan, Add a photo, AS mobile shop, 5.0, (1), You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11 AM–10 PM Suggest new hours",iphone chargers,google_maps
SmartiFix,G7,Mobile phone repair shop,4.8,,,"Smartifix # 06 Ground Floor Mehmood Plza fazl, e haq road, G 7/3 Blue Area, Islamabad, 44000, Pakistan",+92518899637,,https://www.google.com/maps/place/SmartiFix,,"General: See photos, 4.8, Mobile phone repair shop, Smartifix # 06 Ground Floor Mehmood Plza fazl, e haq road, G 7/3 Blue Area, Islamabad, 44000, Pakistan, Closed, · Opens 11 AM, Tuesday, 11 AM–9 PM, Suggest new hours, +92 51 8899637, P378+VR Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11 AM–9 PM Suggest new hours",iphone chargers,google_maps
